3000,Andhra Pradesh,Visakhapatnam,RINL Visakha Steel General Hospital,https://www.medindia.net/directories/hospitals/rinl-visakha-steel-general-hospital-visakhapatnam-andhra-pradesh-22636.htm,Visakhapatnam - 530032, Andhra Pradesh
3874,Assam,Guwahati,N.F Raillway Central Hospital,https://www.medindia.net/directories/hospitals/nf-raillway-central-hospital-guwahati-assam-71508.htm,Guwahati - 781011, Assam
3875,Assam,Guwahati,Narayana Super Speciality Hospital,https://www.medindia.net/directories/hospitals/narayana-super-speciality-hospital-guwahati-assam-78098.htm,Guwahati - 781031, Assam
3876,Assam,Guwahati,Narayana Superspeciality Hospital,https://www.medindia.net/directories/hospitals/narayana-superspeciality-hospital-guwahati-assam-15025.htm,Guwahati - 781031, Assam
3877,Assam,Guwahati,Narengi Dental Clinic,https://www.medindia.net/directories/hospitals/narengi-dental-clinic-guwahati-assam-30984.htm,Guwahati - 781026, Assam
3878,Assam,Guwahati,Nemcare Hospital,https://www.medindia.net/directories/hospitals/nemcare-hospital-guwahati-assam-74724.htm,Guwahati - 781005, Assam
3879,Assam,Guwahati,Nemcare Hospital,https://www.medindia.net/directories/hospitals/nemcare-hospital-guwahati-assam-80898.htm,Guwahati - 781005, Assam
3880,Assam,Guwahati,Nemcare Hospital Private Limited,https://www.medindia.net/directories/hospitals/nemcare-hospital-private-limited-guwahati-assam-52280.htm,Guwahati - 781005, Assam
3881,Assam,Guwahati,Nobel Medical Center and Hospital,https://www.medindia.net/directories/hospitals/nobel-medical-center-and-hospital-guwahati-assam-38458.htm,Guwahati - 788151, Assam
3882,Assam,Guwahati,North East Cancer Hospital And Research Institute,https://www.medindia.net/directories/hospitals/north-east-cancer-hospital-and-research-institute-guwahati-assam-35595.htm,Guwahati - 781005, Assam
3883,Assam,Guwahati,Omega Eye Clinic and Research Centre,https://www.medindia.net/directories/hospitals/omega-eye-clinic-and-research-centre-guwahati-assam-94854.htm,Guwahati - 781014, Assam
3884,Assam,Guwahati,Orthodontic Centre & Dental Clinic,https://www.medindia.net/directories/hospitals/orthodontic-centre-dental-clinic-guwahati-assam-12454.htm,Guwahati - 781001, Assam
3885,Assam,Guwahati,Panacea Diagnostic and Clinic,https://www.medindia.net/directories/hospitals/panacea-diagnostic-and-clinic-guwahati-assam-75952.htm,Guwahati - 781005, Assam
3886,Assam,Guwahati,Panchi Davi Eye Clinic And Optical,https://www.medindia.net/directories/hospitals/panchi-davi-eye-clinic-and-optical-guwahati-assam-34081.htm,Guwahati - 784012, Assam
3887,Assam,Guwahati,Pancreas Liver Gastro Clinic,https://www.medindia.net/directories/hospitals/pancreas-liver-gastro-clinic-guwahati-assam-22744.htm,Guwahati - 781007, Assam
3888,Assam,Guwahati,Physiotherapy Clinic,https://www.medindia.net/directories/hospitals/physiotherapy-clinic-guwahati-assam-23871.htm,Guwahati - 781005, Assam
3889,Assam,Guwahati,Pratiksha Hospital,https://www.medindia.net/directories/hospitals/pratiksha-hospital-guwahati-assam-10330.htm,Guwahati - 781036, Assam
3890,Assam,Guwahati,Promeela Homoeo Clinic,https://www.medindia.net/directories/hospitals/promeela-homoeo-clinic-guwahati-assam-63257.htm,Guwahati - 781006, Assam
3891,Assam,Guwahati,Rahman Hospitals Private Limited & Nursing College,https://www.medindia.net/directories/hospitals/rahman-hospitals-private-limited-nursing-college-guwahati-assam-52073.htm,Guwahati - 781022, Assam
3892,Assam,Guwahati,Rahman Hospitals Pvt. Ltd.,https://www.medindia.net/directories/hospitals/rahman-hospitals-pvt-ltd-guwahati-assam-43956.htm,Guwahati - 781028, Assam
3893,Assam,Guwahati,Rahman Hospitals Pvt. Ltd.,https://www.medindia.net/directories/hospitals/rahman-hospitals-pvt-ltd-guwahati-assam-66356.htm,Guwahati - 781022, Assam
3894,Assam,Guwahati,Rahman Hospitals Pvt. Ltd.,https://www.medindia.net/directories/hospitals/rahman-hospitals-pvt-ltd-guwahati-assam-67765.htm,Guwahati - 781022, Assam
3895,Assam,Guwahati,Regional Dental College and Hospital,https://www.medindia.net/directories/hospitals/regional-dental-college-and-hospital-guwahati-assam-24804.htm,Guwahati - 781032, Assam
3896,Assam,Guwahati,Rejuve Skin And Hair Clinic,https://www.medindia.net/directories/hospitals/rejuve-skin-and-hair-clinic-guwahati-assam-63774.htm,Guwahati - 781006, Assam
3897,Assam,Guwahati,S.M. Polyclinic,https://www.medindia.net/directories/hospitals/sm-polyclinic-guwahati-assam-84354.htm,Guwahati - 781007, Assam
3898,Assam,Guwahati,Saint Johns Hospital,https://www.medindia.net/directories/hospitals/saint-johns-hospital-guwahati-assam-70632.htm,Guwahati - 781005, Assam
3899,Assam,Guwahati,Sarvoday Hospitals,https://www.medindia.net/directories/hospitals/sarvoday-hospitals-guwahati-assam-37797.htm,Guwahati - 781001, Assam
3900,Assam,Guwahati,Satribari Christian Hospital,https://www.medindia.net/directories/hospitals/satribari-christian-hospital-guwahati-assam-52327.htm,Guwahati - 781008, Assam
3901,Assam,Guwahati,Satribari Christian Hospital,https://www.medindia.net/directories/hospitals/satribari-christian-hospital-guwahati-assam-89828.htm,Guwahati - 781008, Assam
3902,Assam,Guwahati,Satribari Christian Hospital,https://www.medindia.net/directories/hospitals/satribari-christian-hospital-guwahati-assam-34165.htm,Guwahati - 781008, Assam
3903,Assam,Guwahati,Shobha Dental Clinic,https://www.medindia.net/directories/hospitals/shobha-dental-clinic-guwahati-assam-84547.htm,Guwahati - 781001, Assam
3904,Assam,Guwahati,Sight First Eye Clinic,https://www.medindia.net/directories/hospitals/sight-first-eye-clinic-guwahati-assam-75188.htm,Guwahati - 781007, Assam
3905,Assam,Guwahati,Skin Care at Apollo,https://www.medindia.net/directories/hospitals/skin-care-at-apollo-guwahati-assam-95327.htm,Guwahati - 781007, Assam
3906,Assam,Guwahati,Smile 32 Dental Clinic,https://www.medindia.net/directories/hospitals/smile-32-dental-clinic-guwahati-assam-20816.htm,Guwahati - 781003, Assam
3907,Assam,Guwahati,Smile Care Dental Clinic,https://www.medindia.net/directories/hospitals/smile-care-dental-clinic-guwahati-assam-62760.htm,Guwahati - 781018, Assam
3908,Assam,Guwahati,SriKali Dass Hospital and Clinic,https://www.medindia.net/directories/hospitals/srikali-dass-hospital-and-clinic-guwahati-assam-44179.htm,Guwahati - 781016, Assam
3909,Assam,Guwahati,St. John's Hospital,https://www.medindia.net/directories/hospitals/st-johns-hospital-guwahati-assam-89710.htm,Guwahati - 781005, Assam
3910,Assam,Guwahati,Sushanta Clinical Laboratory,https://www.medindia.net/directories/hospitals/sushanta-clinical-laboratory-guwahati-assam-85857.htm,Guwahati - 781011, Assam
3911,Assam,Guwahati,Swagat Hospital,https://www.medindia.net/directories/hospitals/swagat-hospital-guwahati-assam-51107.htm,Guwahati - 781009, Assam
3912,Assam,Guwahati,The Apollo Clinic,https://www.medindia.net/directories/hospitals/the-apollo-clinic-guwahati-assam-63226.htm,Guwahati - 781005, Assam
3913,Assam,Guwahati,The Sound Clinic,https://www.medindia.net/directories/hospitals/the-sound-clinic-guwahati-assam-17599.htm,Guwahati - 781024, Assam
3914,Assam,Guwahati,Unani Clinic Hamdard,https://www.medindia.net/directories/hospitals/unani-clinic-hamdard-guwahati-assam-68366.htm,Guwahati - 781038, Assam
3915,Assam,Guwahati,United Hospital,https://www.medindia.net/directories/hospitals/united-hospital-guwahati-assam-68431.htm,Guwahati - 781335, Assam
3916,Assam,Guwahati,Wintrobe Hospital,https://www.medindia.net/directories/hospitals/wintrobe-hospital-guwahati-assam-70544.htm,Guwahati - 781001, Assam
3917,Assam,Guwahati,Wintrobe Hospital Guwahati,https://www.medindia.net/directories/hospitals/wintrobe-hospital-guwahati-guwahati-assam-28645.htm,Guwahati - 781001, Assam
3918,Assam,Haflong,Haflong Civil Hospital,https://www.medindia.net/directories/hospitals/haflong-civil-hospital-haflong-assam-64340.htm,Haflong - 788819, Assam
3919,Assam,Haflong,Seba Homeo Clinic,https://www.medindia.net/directories/hospitals/seba-homeo-clinic-haflong-assam-11667.htm,Haflong - 788819, Assam
3920,Assam,Hailakandi,S.K. Roy Civil Hospital,https://www.medindia.net/directories/hospitals/sk-roy-civil-hospital-hailakandi-assam-94430.htm,Hailakandi - 788151, Assam
3921,Assam,Hailakandi,The Life Polyclinic,https://www.medindia.net/directories/hospitals/the-life-polyclinic-hailakandi-assam-29137.htm,Hailakandi - 788154, Assam
3922,Assam,Hojai,Computer Clinic,https://www.medindia.net/directories/hospitals/computer-clinic-hojai-assam-21861.htm,Hojai - 782435, Assam
3923,Assam,Jorhat,05 Air Force Hospital,https://www.medindia.net/directories/hospitals/05-air-force-hospital-jorhat-assam-35055.htm,Jorhat - 785005, Assam
3924,Assam,Jorhat,5 Air Force Hospital,https://www.medindia.net/directories/hospitals/5-air-force-hospital-jorhat-assam-81966.htm,Jorhat - 785005, Assam
3925,Assam,Jorhat,5 Air Force Hospital Jorhat,https://www.medindia.net/directories/hospitals/5-air-force-hospital-jorhat-jorhat-assam-85010.htm,Jorhat - 785005, Assam
3926,Assam,Jorhat,5 Airforce Hospital,https://www.medindia.net/directories/hospitals/5-airforce-hospital-jorhat-assam-50345.htm,Jorhat - 785005, Assam
3927,Assam,Jorhat,A G Nursing Home,https://www.medindia.net/directories/hospitals/a-g-nursing-home-jorhat-assam-77808.htm,Jorhat - 785001, Assam
3928,Assam,Jorhat,A.G. Nursing Home,https://www.medindia.net/directories/hospitals/ag-nursing-home-jorhat-assam-71072.htm,Jorhat - 785001, Assam
3929,Assam,Jorhat,Chandra Prabha Eye Hospital,https://www.medindia.net/directories/hospitals/chandra-prabha-eye-hospital-jorhat-assam-66460.htm,Jorhat - 785001, Assam
3930,Assam,Jorhat,Chandraprabha Eye Hospital,https://www.medindia.net/directories/hospitals/chandraprabha-eye-hospital-jorhat-assam-28879.htm,Jorhat - 785001, Assam
3931,Assam,Jorhat,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-jorhat-assam-92425.htm,Jorhat - 785104, Assam
3932,Assam,Jorhat,Dr. K.C. Dey's Clinic,https://www.medindia.net/directories/hospitals/dr-kc-deys-clinic-jorhat-assam-89888.htm,Jorhat - 785001, Assam
3933,Assam,Jorhat,Dusutimukh Hospital,https://www.medindia.net/directories/hospitals/dusutimukh-hospital-jorhat-assam-69337.htm,Jorhat - 785611, Assam
3934,Assam,Jorhat,Government Hospital,https://www.medindia.net/directories/hospitals/government-hospital-jorhat-assam-92389.htm,Jorhat - 785001, Assam
3935,Assam,Jorhat,Institute Of Medical Science and Research Pvt Ltd,https://www.medindia.net/directories/hospitals/institute-of-medical-science-and-research-pvt-ltd-jorhat-assam-93599.htm,Jorhat - 785006, Assam
3936,Assam,Jorhat,J D S Civil Hospital,https://www.medindia.net/directories/hospitals/j-d-s-civil-hospital-jorhat-assam-96293.htm,Jorhat - 785001, Assam
3937,Assam,Jorhat,J R Hospital,https://www.medindia.net/directories/hospitals/j-r-hospital-jorhat-assam-96395.htm,Jorhat - 785001, Assam
3938,Assam,Jorhat,Jorhat Lions Eye Hospital,https://www.medindia.net/directories/hospitals/jorhat-lions-eye-hospital-jorhat-assam-9945.htm,Jorhat - 785001, Assam
3939,Assam,Jorhat,Jorhat Medical College & Hospital,https://www.medindia.net/directories/hospitals/jorhat-medical-college-hospital-jorhat-assam-74877.htm,Jorhat - 785001, Assam
3940,Assam,Jorhat,Jorhat Medical College And Hospital,https://www.medindia.net/directories/hospitals/jorhat-medical-college-and-hospital-jorhat-assam-2718.htm,Jorhat - 785001, Assam
3941,Assam,Jorhat,Jorhat Nursing Home,https://www.medindia.net/directories/hospitals/jorhat-nursing-home-jorhat-assam-2722.htm,Jorhat - 785001, Assam
3942,Assam,Jorhat,Jyoti Diagnostics,https://www.medindia.net/directories/hospitals/jyoti-diagnostics-jorhat-assam-3045.htm,Jorhat - 785001, Assam
3943,Assam,Jorhat,K. G Memorial Medical Centre,https://www.medindia.net/directories/hospitals/k-g-memorial-medical-centre-jorhat-assam-3210.htm,Jorhat - 785001, Assam
3944,Assam,Jorhat,Kamalabari Sdch,https://www.medindia.net/directories/hospitals/kamalabari-sdch-jorhat-assam-880.htm,Jorhat - 785001, Assam
3945,Assam,Jorhat,Mobile Clinic (Jorhat),https://www.medindia.net/directories/hospitals/mobile-clinic-jorhat-jorhat-assam-36965.htm,Jorhat - 785001, Assam
3946,Assam,Jorhat,Physiotherapy clinic,https://www.medindia.net/directories/hospitals/physiotherapy-clinic-jorhat-assam-23792.htm,Jorhat - 785001, Assam
3947,Assam,Jorhat,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-jorhat-assam-92462.htm,Jorhat - 785010, Assam
3948,Assam,Jorhat,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-jorhat-assam-92464.htm,Jorhat - 785635, Assam
3949,Assam,Jorhat,Sanjivani Hospital,https://www.medindia.net/directories/hospitals/sanjivani-hospital-jorhat-assam-3693.htm,jorhat - 785001, Assam
3950,Assam,Jorhat,Titabor Sd Ch,https://www.medindia.net/directories/hospitals/titabor-sd-ch-jorhat-assam-34057.htm,Jorhat - 785001, Assam
3951,Assam,Jorhat,VK-NRL Hospital,https://www.medindia.net/directories/hospitals/vk-nrl-hospital-jorhat-assam-39596.htm,Jorhat - 785699, Assam
3952,Assam,Kamrup,Rangia Poly Clinic & Nursing Home,https://www.medindia.net/directories/hospitals/rangia-poly-clinic-nursing-home-kamrup-assam-6364.htm,Kamrup - 781354, Assam
3953,Assam,Kamrup,Swagat Endolaproscopic Surgical Research Institute,https://www.medindia.net/directories/hospitals/swagat-endolaproscopic-surgical-research-institute-kamrup-assam-23197.htm,Kamrup - 781009, Assam
3954,Assam,Kamrup,Advance Neuro Science Hospital,https://www.medindia.net/directories/hospitals/advance-neuro-science-hospital-kamrup-assam-88479.htm,Kamrup - 781006, Assam
3955,Assam,Kamrup,Agile Hospitals Pvt Ltd,https://www.medindia.net/directories/hospitals/agile-hospitals-pvt-ltd-kamrup-assam-93280.htm,Kamrup - 781022, Assam
3956,Assam,Kamrup,Aruna Memorial Hospital,https://www.medindia.net/directories/hospitals/aruna-memorial-hospital-kamrup-assam-95489.htm,Kamrup - 781005, Assam
3957,Assam,Kamrup,Arya Hospital (A Unit Of North Eastern Medical Research Institute Ltd),https://www.medindia.net/directories/hospitals/arya-hospital-a-unit-of-north-eastern-medical-research-institute-ltd-kamrup-assam-95581.htm,Kamrup - 781008, Assam
3958,Assam,Kamrup,Assam Lithotripsy Centre,https://www.medindia.net/directories/hospitals/assam-lithotripsy-centre-kamrup-assam-94755.htm,Kamrup - 781028, Assam
3959,Assam,Kamrup,Banajit Choudhury,https://www.medindia.net/directories/hospitals/banajit-choudhury-kamrup-assam-100952.htm,Kamrup - 781001, Assam
3960,Assam,Kamrup,Barthakur Clinic Pvt Ltd,https://www.medindia.net/directories/hospitals/barthakur-clinic-pvt-ltd-kamrup-assam-524.htm,Kamrup - 781004, Assam
3961,Assam,Kamrup,Bezara Fru,https://www.medindia.net/directories/hospitals/bezara-fru-kamrup-assam-727.htm,Kamrup - 781121, Assam
3962,Assam,Kamrup,Boko Fru,https://www.medindia.net/directories/hospitals/boko-fru-kamrup-assam-88456.htm,Kamrup - 781123, Assam
3963,Assam,Kamrup,Boko Polyclinic And Research Center,https://www.medindia.net/directories/hospitals/boko-polyclinic-and-research-center-kamrup-assam-74355.htm,Kamrup - 781123, Assam
3964,Assam,Kamrup,Central Clinic and Nursing Home,https://www.medindia.net/directories/hospitals/central-clinic-and-nursing-home-kamrup-assam-101782.htm,Kamrup - 781001, Assam
3965,Assam,Kamrup,CGHS Dispensary No.I,https://www.medindia.net/directories/hospitals/cghs-dispensary-noi-kamrup-assam-102637.htm,Kamrup - 781006, Assam
3966,Assam,Kamrup,CGHS Dispensary No.II,https://www.medindia.net/directories/hospitals/cghs-dispensary-noii-kamrup-assam-102645.htm,Kamrup - 781026, Assam
3967,Assam,Kamrup,CGHS Dispensary No.III,https://www.medindia.net/directories/hospitals/cghs-dispensary-noiii-kamrup-assam-102651.htm,Kamrup - 781009, Assam
3968,Assam,Kamrup,City Heart Hospital,https://www.medindia.net/directories/hospitals/city-heart-hospital-kamrup-assam-103999.htm,Kamrup - 781007, Assam
3969,Assam,Kamrup,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-kamrup-assam-92406.htm,Kamrup - 781137, Assam
3970,Assam,Kamrup,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-kamrup-assam-92407.htm,Kamrup - 793119, Assam
3971,Assam,Kamrup,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-kamrup-assam-92484.htm,Kamrup - 781007, Assam
3972,Assam,Kamrup,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-kamrup-assam-92401.htm,Kamrup - 781141, Assam
3973,Assam,Kamrup,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-kamrup-assam-92403.htm,Kamrup - 781131, Assam
3974,Assam,Kamrup,Dharanidhar Memorial Institute Of Medical Science And Research (Dims),https://www.medindia.net/directories/hospitals/dharanidhar-memorial-institute-of-medical-science-and-research-dims-kamrup-assam-2001.htm,Kamrup - 781020, Assam
3975,Assam,Kamrup,Diabetic Care and Research Centre,https://www.medindia.net/directories/hospitals/diabetic-care-and-research-centre-kamrup-assam-2167.htm,Kamrup - 781006, Assam
3976,Assam,Kamrup,Dispur Hospital,https://www.medindia.net/directories/hospitals/dispur-hospital-kamrup-assam-79013.htm,Kamrup - 781006, Assam
3977,Assam,Kamrup,Dispur Hospitals Pvt Ltd,https://www.medindia.net/directories/hospitals/dispur-hospitals-pvt-ltd-kamrup-assam-83680.htm,Kamrup - 781005, Assam
3978,Assam,Kamrup,Dispur IVF and Fertility Clinic,https://www.medindia.net/directories/hospitals/dispur-ivf-and-fertility-clinic-kamrup-assam-79019.htm,Kamrup - 781006, Assam
3979,Assam,Kamrup,Dispur Polyclinic and Nursing Home,https://www.medindia.net/directories/hospitals/dispur-polyclinic-and-nursing-home-kamrup-assam-83681.htm,Kamrup - 781006, Assam
3980,Assam,Kamrup,Down Town Hospital Ltd.,,https://www.medindia.net/directories/hospitals/down-town-hospital-ltd-kamrup-assam-89632.htm,Kamrup - 781006, Assam
3981,Assam,Kamrup,Dr Bhubaneswar Borooah Cancer Institue,https://www.medindia.net/directories/hospitals/dr-bhubaneswar-borooah-cancer-institue-kamrup-assam-103584.htm,Kamrup - 781016, Assam
